question,answer,context
Justify with an example how authentication is a component of many aspects of security,"Authentication is a component of many aspects of security .For example, digital signatures are the core of nonrepudiation, which supplies proof that an entity performed an action","For example, a company could provide a software patch and could sign that patch to prove that it came from the company and that it hasnt been modied. Authentication is a component of many aspects of security. For example, digital signatures are the core of nonrepudiation, which supplies proof that an entity performed an action. A typical example of nonrepudiation involves the lling out of electronic forms as an alternative to the signing of paper contracts. Nonrepudiation assures that a person lling out an electronic form cannot deny that he did so. 15.4.1.4 Key Distribution Certainly, a good part of the battle between cryptographers (those inventing ciphers) and cryptanalysts (those trying to break them) involves keys. With symmetric algorithms, both parties need the key, and no one else should have it. The delivery of the symmetric key is a huge challenge. Sometimes it is performed out-of-bandsay, via a paper document or a conversation"
"Justify with an example how that is, when one protocol generates a message to send to its protocol peer on another machine, it hands its message to the protocol below it in the network-protocol stack for delivery to its peer on that machine","That is, when one protocol generates a message to send to its protocol peer on another machine, it hands its message to the protocol below it in the network-protocol stack for delivery to its peer on that machine .For example, in an IP network, TCP (a transportlayer protocol) acts as a client of IP (a network-layer protocol): TCP packets are passed down to IP for delivery to the IP peer at the other end of the connection","The problem is one of authenticationwhat we need is proof of who (or what) owns a public key. One way to solve that problem involves the use of digital certicates. A digital certicate is a public key digitally signed by a trusted party. The trusted party receives proof of identication from some entity and certies that the public key belongs to that entity. But how do we know we can trust the certier? These certicate authorities have their public keys included within web browsers (and other consumers of certicates) before they are distributed. The certicate authorities can then vouch for other authorities (digitally signing the public keys of these other authorities), and so on, creating a web of trust. The certicates can be distributed in a standard X.509 digital certicate format that can be parsed by computer. This scheme is used for secure web communication, as we discuss in Section 15.4.3. Network protocols are typically organized in layers, like an onion or a parfait, with each layer acting as a client of the one below it. That is, when one protocol generates a message to send to its protocol peer on another machine, it hands its message to the protocol below it in the network-protocol stack for delivery to its peer on that machine. For example, in an IP network, TCP (a transportlayer protocol) acts as a client of IP (a network-layer protocol): TCP packets are passed down to IP for delivery to the IP peer at the other end of the connection. IP encapsulates the TCP packet in an IP packet, which it similarly passes down to the data-link layer to be transmitted across the network to its peer on the message m encryption key k bad encryption algorithm E Ek 2. Public key k bad d (m decryption key k bad decryption algorithm D attacker read 1. Public key k e decryption key k d decryption algorithm D destination computer. This IP peer then delivers the TCP packet up to the TCP peer on that machine"
"Justify with an example how on the one hand, more protocols benet from protections placed lower in the stack","On the one hand, more protocols benet from protections placed lower in the stack .For example, since IP packets encapsulate TCP packets, encryption of IP packets (using IPSec, for example) also hides the contents of the encapsulated TCP packets","Cryptography can be inserted at almost any layer in the OSI model. SSL (Section 15.4.3), for example, provides security at the transport layer. Networklayer security generally has been standardized on IPSec, which denes IP packet formats that allow the insertion of authenticators and the encryption of packet contents. IPSec uses symmetric encryption and uses the Internet Key Exchange (IKE) protocol for key exchange. IKE is based on pubic-key encryption. IPSec is becoming widely used as the basis for virtual private networks (VPNs), in which all trafc between two IPSec endpoints is encrypted to make a private network out of one that may otherwise be public. Numerous protocols also have been developed for use by applications, such as PGP for encrypting e-mail, but then the applications themselves must be coded to implement security. Where is cryptographic protection best placed in a protocol stack? In general, there is no denitive answer. On the one hand, more protocols benet from protections placed lower in the stack. For example, since IP packets encapsulate TCP packets, encryption of IP packets (using IPSec, for example) also hides the contents of the encapsulated TCP packets. Similarly, authenticators on IP packets detect the modication of contained TCP header information. On the other hand, protection at lower layers in the protocol stack may give insufcient protection to higher-layer protocols. For example, an application server that accepts connections encrypted with IPSec might be able to authenticate the client computers from which requests are received"
"Justify with an example how on the other hand, protection at lower layers in the protocol stack may give insufcient protection to higher-layer protocols","On the other hand, protection at lower layers in the protocol stack may give insufcient protection to higher-layer protocols .For example, an application server that accepts connections encrypted with IPSec might be able to authenticate the client computers from which requests are received","Where is cryptographic protection best placed in a protocol stack? In general, there is no denitive answer. On the one hand, more protocols benet from protections placed lower in the stack. For example, since IP packets encapsulate TCP packets, encryption of IP packets (using IPSec, for example) also hides the contents of the encapsulated TCP packets. Similarly, authenticators on IP packets detect the modication of contained TCP header information. On the other hand, protection at lower layers in the protocol stack may give insufcient protection to higher-layer protocols. For example, an application server that accepts connections encrypted with IPSec might be able to authenticate the client computers from which requests are received. However, to authenticate a user at a client computer, the server may need to use an application-level protocolthe user may be required to type a password"
"Justify with an example how in addition to its use on the Internet, SSL is being used for a wide variety of tasks","In addition to its use on the Internet, SSL is being used for a wide variety of tasks .For example, IPSec VPNs now have a competitor in SSL VPNs","This is one purpose of the certicate certs . In particular, the attrs eld contains information that the client can use to determine the identityfor example, the domain name of the server with which it is communicating. For applications in which the server also needs information about the client, SSL supports an option by which a client can send a certicate to the server. In addition to its use on the Internet, SSL is being used for a wide variety of tasks. For example, IPSec VPNs now have a competitor in SSL VPNs. IPSec is good for point-to-point encryption of trafcsay, between two company ofces. SSL VPNs are more exible but not as efcient, so they might be used between an individual employee working remotely and the corporate ofce. 15.5 User Authentication Our earlier discussion of authentication involves messages and sessions. But what about users? If a system cannot authenticate a user, then authenticating that a message came from that user is pointless. Thus, a major security problem for operating systems is user authentication. The protection system depends on the ability to identify the programs and processes currently executing, which in turn depends on the ability to identify each user of the system"
Justify with an example how different passwords may be associated with different access rights,"Different passwords may be associated with different access rights .For example, different passwords may be used for reading les, appending les, and updating les","Passwords are often used to protect objects in the computer system, in the absence of more complete protection schemes. They can be considered a special case of either keys or capabilities. For instance, a password may be associated with each resource (such as a le). Whenever a request is made to use the resource, the password must be given. If the password is correct, access is granted. Different passwords may be associated with different access rights. For example, different passwords may be used for reading les, appending les, and updating les. In practice, most systems require only one password for a user to gain full rights. Although more passwords theoretically would be more secure, such systems tend not to be implemented due to the classic trade-off between security and convenience. If security makes something inconvenient, then the security is frequently bypassed or otherwise circumvented"
Justify with an example how short passwords are especially vulnerable to this method,"Short passwords are especially vulnerable to this method .For example, a four-character password provides only 10,000 variations","There are two common ways to guess a password. One way is for the intruder (either human or program) to know the user or to have information about the user. All too frequently, people use obvious information (such as the names of their cats or spouses) as their passwords. The other way is to use brute force, trying enumerationor all possible combinations of valid password characters (letters, numbers, and punctuation on some systems)until the password is found. Short passwords are especially vulnerable to this method. For example, a four-character password provides only 10,000 variations. On average, guessing 5,000 times would produce a correct hit. A program that could try a password every millisecond would take only about 5 seconds to guess a four-character password. Enumeration is less successful where systems allow longer passwords that include both uppercase and lowercase letters, along with numbers and all punctuation characters. Of course, users must take advantage of the large password space and must not, for example, use only lowercase letters. In addition to being guessed, passwords can be exposed as a result of visual or electronic monitoring. An intruder can look over the shoulder of a user (shoulder surng) when the user is logging in and can learn the password easily by watching the keyboard. Alternatively, anyone with access to the network on which a computer resides can seamlessly add a network monitor, allowing him to sniff, or watch, all data being transferred on the network, including user IDs and passwords. Encrypting the data stream containing the password solves this problem. Even such a system could have passwords stolen, however. For example, if a le is used to contain the passwords, it could be copied for off-system analysis. Or consider a Trojan-horse program installed on the system that captures every keystroke before sending it on to the application"
Justify with an example how a good technique is to generate your password by using the rst letter of each word of an easily remembered phrase using both upper and lower characters with a number or punctuation mark thrown in for good measure,"A good technique is to generate your password by using the rst letter of each word of an easily remembered phrase using both upper and lower characters with a number or punctuation mark thrown in for good measure .For example, the phrase My mothers name is Katherine might yield the password Mmn.isK!","If the user has selected a password that is also a word in the dictionary, the password is cracked. On sufciently fast computers, or even on clusters of slow computers, such a comparison may take only a few hours. Furthermore, because UNIX systems use a well-known hashing algorithm, a cracker might keep a cache of passwords that have been cracked previously. For these reasons, systems include a salt, or recorded random number, in the hashing algorithm. The salt value is added to the password to ensure that if two plaintext passwords are the same, they result in different hash values. In addition, the salt value makes hashing a dictionary ineffective, because each dictionary term would need to be combined with each salt value for comparison to the stored passwords. Newer versions of UNIX also store the hashed password entries in a le readable only by the superuser. The programs that compare the hash to the stored value are run setuid to root, so they can read this le, but other users cannot. Another weakness in the UNIX password methods is that many UNIX systems treat only the rst eight characters as signicant. It is therefore extremely important for users to take advantage of the available password space. Complicating the issue further is the fact that some systems do not allow the use of dictionary words as passwords. A good technique is to generate your password by using the rst letter of each word of an easily remembered phrase using both upper and lower characters with a number or punctuation mark thrown in for good measure. For example, the phrase My mothers name is Katherine might yield the password Mmn.isK!. The password is hard to crack but easy for the user to remember. A more secure system would allow more characters in its passwords. Indeed, a system might also allow passwords to include the space character, so that a user could create a passphrase. To avoid the problems of password snifng and shoulder surng, a system can use a set of paired passwords. When a session begins, the system randomly selects and presents one part of a password pair; the user must supply the other part. In this system, the user is challenged and must respond with the correct answer to that challenge"
Justify with an example how policies vary widely but generally include a statement of what is being secured,"Policies vary widely but generally include a statement of what is being secured .For example, a policy might state that all outsideaccessible applications must have a code review before being deployed, or that users should not share their passwords, or that all connection points between a company and the outside must have port scans run every six months","Consider the security of a house without a door lock, with a door lock, and with a lock and an alarm. In this section, we look at the major methods, tools, and techniques that can be used to improve resistance to threats. The rst step toward improving the security of any aspect of computing is to have a security policy. Policies vary widely but generally include a statement of what is being secured. For example, a policy might state that all outsideaccessible applications must have a code review before being deployed, or that users should not share their passwords, or that all connection points between a company and the outside must have port scans run every six months. Without a policy in place, it is impossible for users and administrators to know what is permissible, what is required, and what is not allowed. The policy is a road map to security, and if a site is trying to move from less secure to more secure, it needs a map to know how to get there. Once the security policy is in place, the people it affects should know it well. It should be their guide. The policy should also be a living document that is reviewed and updated periodically to ensure that it is still pertinent and still followed"
Justify with an example how tripwire operates on the premise that many intrusions result in modication of system directories and les,"Tripwire operates on the premise that many intrusions result in modication of system directories and les .For example, an attacker might modify the system programs, perhaps inserting copies with Trojan horses, or might insert new programs into directories commonly found in user-shell search paths","The best protection against computer viruses is prevention, or the practice of safe computing. Purchasing unopened software from vendors and avoiding free or pirated copies from public sources or disk exchange offer the safest route to preventing infection. However, even new copies of legitimate software applications are not immune to virus infection: in a few cases, disgruntled employees of a software company have infected the master copies of software programs to do economic harm to the company. For macro viruses, one defense is to exchange Microsoft Word documents in an alternative le format called rich text format (RTF). Unlike the native Word format, RTF does not include the capability to attach macros. Another defense is to avoid opening any e-mail attachments from unknown users. Unfortunately, history has shown that e-mail vulnerabilities appear as fast as they are xed. For example, in 2000, the love bug virus became very widespread by traveling in e-mail messages that pretended to be love notes sent by friends of the receivers. Once a receiver opened the attached Visual Basic script, the virus propagated by sending itself to the rst addresses in the receivers e-mail contact list. Fortunately, except for clogging e-mail systems THE TRIPWIRE FILE SYSTEM An example of an anomaly-detection tool is the Tripwire le system integritychecking tool for UNIX, developed at Purdue University. Tripwire operates on the premise that many intrusions result in modication of system directories and les. For example, an attacker might modify the system programs, perhaps inserting copies with Trojan horses, or might insert new programs into directories commonly found in user-shell search paths. Or an intruder might remove system log les to cover his tracks. Tripwire is a tool to monitor le systems for added, deleted, or changed les and to alert system administrators to these modications. The operation of Tripwire is controlled by a conguration le tw.config that enumerates the directories and les to be monitored for changes, deletions, or additions. Each entry in this conguration le includes a selection mask to specify the le attributes (inode attributes) that will be monitored for changes. For example, the selection mask might specify that a les permissions be monitored but its access time be ignored. In addition, the selection mask can instruct that the le be monitored for changes. Monitoring the hash of a le for changes is as good as monitoring the le itself, and storing hashes of les requires far less room than copying the les themselves"
Justify with an example how each entry in this conguration le includes a selection mask to specify the le attributes (inode attributes) that will be monitored for changes,"Each entry in this conguration le includes a selection mask to specify the le attributes (inode attributes) that will be monitored for changes .For example, the selection mask might specify that a les permissions be monitored but its access time be ignored","Another defense is to avoid opening any e-mail attachments from unknown users. Unfortunately, history has shown that e-mail vulnerabilities appear as fast as they are xed. For example, in 2000, the love bug virus became very widespread by traveling in e-mail messages that pretended to be love notes sent by friends of the receivers. Once a receiver opened the attached Visual Basic script, the virus propagated by sending itself to the rst addresses in the receivers e-mail contact list. Fortunately, except for clogging e-mail systems THE TRIPWIRE FILE SYSTEM An example of an anomaly-detection tool is the Tripwire le system integritychecking tool for UNIX, developed at Purdue University. Tripwire operates on the premise that many intrusions result in modication of system directories and les. For example, an attacker might modify the system programs, perhaps inserting copies with Trojan horses, or might insert new programs into directories commonly found in user-shell search paths. Or an intruder might remove system log les to cover his tracks. Tripwire is a tool to monitor le systems for added, deleted, or changed les and to alert system administrators to these modications. The operation of Tripwire is controlled by a conguration le tw.config that enumerates the directories and les to be monitored for changes, deletions, or additions. Each entry in this conguration le includes a selection mask to specify the le attributes (inode attributes) that will be monitored for changes. For example, the selection mask might specify that a les permissions be monitored but its access time be ignored. In addition, the selection mask can instruct that the le be monitored for changes. Monitoring the hash of a le for changes is as good as monitoring the le itself, and storing hashes of les requires far less room than copying the les themselves. When run initially, Tripwire takes as input the tw.config le and computes a signature for each le or directory consisting of its monitored attributes (inode attributes and hash values). These signatures are stored in a database. When run subsequently, Tripwire inputs both tw.config and the previously stored database, recomputes the signature for each le or directory named in tw.config, and compares this signature with the signature (if any) in the previously computed database. Events reported to an administrator include any monitored le or directory whose signature differs from that in the database (a changed le), any le or directory in a monitored directory for which a signature does not exist in the database (an added le), and any signature in the database for which the corresponding le or directory no longer exists (a deleted le)"
"Justify with an example how another vulnerability of rewalls is spoong, in which an unauthorized host pretends to be an authorized host by meeting some authorization criterion","Another vulnerability of rewalls is spoong, in which an unauthorized host pretends to be an authorized host by meeting some authorization criterion .For example, if a rewall rule allows a connection from a host and identies that host by its IP address, then another host could send packets using that same address and be allowed through the rewall","A common implementation has the Internet as the untrusted domain; a semitrusted and semisecure network, called the demilitarized zone (DMZ), as another domain; and a companys computers as a third domain (Figure Internet access from companys computers DMZ access from Internet firewall access between DMZ and companys computers 15.10). Connections are allowed from the Internet to the DMZ computers and from the company computers to the Internet but are not allowed from the Internet or DMZ computers to the company computers. Optionally, controlled communications may be allowed between the DMZ and one company computer or more. For instance, a web server on the DMZ may need to query a database server on the corporate network. With a rewall, however, access is contained, and any DMZ systems that are broken into still are unable to access the company computers. Of course, a rewall itself must be secure and attack-proof. Otherwise, its ability to secure connections can be compromised. Furthermore, rewalls do not prevent attacks that tunnel, or travel within protocols or connections that the rewall allows. A buffer-overow attack to a web server will not be stopped by the rewall, for example, because the HTTP connection is allowed; it is the contents of the HTTP connection that house the attack. Likewise, denialof-service attacks can affect rewalls as much as any other machines. Another vulnerability of rewalls is spoong, in which an unauthorized host pretends to be an authorized host by meeting some authorization criterion. For example, if a rewall rule allows a connection from a host and identies that host by its IP address, then another host could send packets using that same address and be allowed through the rewall. In addition to the most common network rewalls, there are other, newer kinds of rewalls, each with its pros and cons. A personal rewall is a software layer either included with the operating system or added as an application. Rather than limiting communication between security domains, it limits communication to (and possibly from) a given host. A user could add a personal rewall to her PC so that a Trojan horse would be denied access to the network to which the PC is connected, for example. An application proxy rewall understands the protocols that applications speak across the network"
"Justify with an example how system-call rewalls sit between applications and the kernel, monitoring system-call execution","System-call rewalls sit between applications and the kernel, monitoring system-call execution .For example, in Solaris 10, the least privilege feature implements a list of more than fty system calls that processes may or may not be allowed to make","In addition to the most common network rewalls, there are other, newer kinds of rewalls, each with its pros and cons. A personal rewall is a software layer either included with the operating system or added as an application. Rather than limiting communication between security domains, it limits communication to (and possibly from) a given host. A user could add a personal rewall to her PC so that a Trojan horse would be denied access to the network to which the PC is connected, for example. An application proxy rewall understands the protocols that applications speak across the network. For example, SMTP is used for mail transfer. An application proxy accepts a connection just as an SMTP server would and then initiates a connection to the original destination SMTP server. It can monitor the trafc as it forwards the message, watching for and disabling illegal commands, attempts to exploit bugs, and so on. Some rewalls are designed for one specic protocol. An XML rewall, for example, has the specic purpose of analyzing XML trafc and blocking disallowed or malformed XML. System-call rewalls sit between applications and the kernel, monitoring system-call execution. For example, in Solaris 10, the least privilege feature implements a list of more than fty system calls that processes may or may not be allowed to make. A process that does not need to spawn other processes can have that ability taken away, for instance. 15.8 Computer-Security Classications The U.S. Department of Defense Trusted Computer System Evaluation Criteria specify four security classications in systems: A, B, C, and D. This specication is widely used to determine the security of a facility and to model security solutions, so we explore it here. The lowest-level classication is division D, or minimal protection. Division D includes only one class and is used for systems that have failed to meet the requirements of any of the other security classes"
"Justify with an example how optionally, the system access-control list can set the integrity of the object and identify which operations to block from lower-integrity subjects: read, write (always enforced), or execute","Optionally, the system access-control list can set the integrity of the object and identify which operations to block from lower-integrity subjects: read, write (always enforced), or execute .For example, the security descriptor of the le foo.bar might have owner avi and this discretionary access-control list: aviall access group csreadwrite access user cliffno access In addition, it might have a system access-control list that tells the system to audit writes by everyone, along with an integrity label of medium that denies read, write, and execute to lower-integrity subjects","For securable objects without an explicit integrity label, a default label of medium is assigned. The label for a given subject is assigned during logon. For instance, a nonadministrative user will have an integrity label of medium. In addition to integrity labels, Windows Vista also added User Account Control (UAC), which represents an administrative account (not the built-in Administrators account) with two separate tokens. One, for normal usage, has the built-in Administrators group disabled and has an integrity label of medium. The other, for elevated usage, has the built-in Administrators group enabled and an integrity label of high. Security attributes of an object in Windows 7 are described by a security descriptor. The security descriptor contains the security ID of the owner of the object (who can change the access permissions), a group security ID used Summary only by the POSIX subsystem, a discretionary access-control list that identies which users or groups are allowed (and which are explicitly denied) access, and a system access-control list that controls which auditing messages the system will generate. Optionally, the system access-control list can set the integrity of the object and identify which operations to block from lower-integrity subjects: read, write (always enforced), or execute. For example, the security descriptor of the le foo.bar might have owner avi and this discretionary access-control list: aviall access group csreadwrite access user cliffno access In addition, it might have a system access-control list that tells the system to audit writes by everyone, along with an integrity label of medium that denies read, write, and execute to lower-integrity subjects. An access-control list is composed of access-control entries that contain the security ID of the individual and an access mask that denes all possible actions on the object, with a value of AccessAllowed or AccessDenied for each action. Files in Windows 7 may have the following access types: ReadData, WriteData, AppendData, Execute, ReadExtendedAttribute, WriteExtendedAttribute, ReadAttributes, and WriteAttributes. We can see how this allows a ne degree of control over access to objects"
"Justify with an example how since that time, virtualization has expanded to include all common CPUs, many commercial and open-source tools, and many operating systems","Since that time, virtualization has expanded to include all common CPUs, many commercial and open-source tools, and many operating systems .For example, the open-source VirtualBox project (http://www.virtualbox.org) provides a program than runs on Intel x86 and AMD64 CPUs and on Windows, Linux, Mac OS X, and Solaris host operating systems","These requirements of delity, performance, and safety still guide virtualization efforts today. By the late 1990s, Intel 80x86 CPUs had become common, fast, and rich in features. Accordingly, developers launched multiple efforts to implement virtualization on that platform. Both Xen and VMware created technologies, still used today, to allow guest operating systems to run on the 80x86. Since that time, virtualization has expanded to include all common CPUs, many commercial and open-source tools, and many operating systems. For example, the open-source VirtualBox project (http://www.virtualbox.org) provides a program than runs on Intel x86 and AMD64 CPUs and on Windows, Linux, Mac OS X, and Solaris host operating systems. Possible guest operating systems include many versions of Windows, Linux, Solaris, and BSD, including even MS-DOS and IBM OS/2. 16.3 Benets and Features Several advantages make virtualization attractive. Most of them are fundamentally related to the ability to share the same hardware yet run several different execution environments (that is, different operating systems) concurrently"
"Justify with an example how these parameters usually include the number of CPUs, amount of memory, networking details, and storage details that the VMM will take into account when creating the guest","These parameters usually include the number of CPUs, amount of memory, networking details, and storage details that the VMM will take into account when creating the guest .For example, a user might want to create a new guest with two virtual CPUs, 4 GB of memory, 10 GB of disk space, one network interface that gets its IP address via DHCP, and access to the DVD drive","Here, we discuss the implementations in general, with the understanding that VMMs take advantage of hardware assistance where it is available. Lets begin with the virtual machine life cycle. Whatever the hypervisor type, at the time a virtual machine is created, its creator gives the VMM certain parameters. These parameters usually include the number of CPUs, amount of memory, networking details, and storage details that the VMM will take into account when creating the guest. For example, a user might want to create a new guest with two virtual CPUs, 4 GB of memory, 10 GB of disk space, one network interface that gets its IP address via DHCP, and access to the DVD drive. The VMM then creates the virtual machine with those parameters. In the case of a type 0 hypervisor, the resources are usually dedicated. In this situation, if there are not two virtual CPUs available and unallocated, the creation request in our example will fail. For other hypervisor types, the resources are dedicated or virtualized, depending on the type. Certainly, an IP address cannot be shared, but the virtual CPUs are usually multiplexed on the physical CPUs as discussed in Section 16.6.1. Similarly, memory management usually involves allocating more memory to guests than actually exists in physical memory. This is more complicated and is described in Section 16.6.2"
"Justify with an example how in these cases, the guests are paravirtualized, aware of the virtualization and assisting in its execution","In these cases, the guests are paravirtualized, aware of the virtualization and assisting in its execution .For example, a guest must watch for signals from the hardware or VMM that a hardware change has occurred, probe its hardware devices to detect the change, and add or subtract CPUs or memory from its available resources","I/O presents some difculty, because it is not easy to dedicate I/O devices to guests if there are not enough. What if a system has two Ethernet ports and more than two guests, for example? Either all guests must get their own I/O devices, or the system must provided I/O device sharing. In these cases, the hypervisor manages shared access or grants all devices to a control partition. In the control partition, a guest operating system provides services (such as networking) via daemons to other guests, and the hypervisor routes I/O requests appropriately. Some type 0 hypervisors are even more sophisticated and can move physical CPUs and memory between running guests. In these cases, the guests are paravirtualized, aware of the virtualization and assisting in its execution. For example, a guest must watch for signals from the hardware or VMM that a hardware change has occurred, probe its hardware devices to detect the change, and add or subtract CPUs or memory from its available resources. Because type 0 virtualization is very close to raw hardware execution, it should be considered separately from the other methods discussed here"
Justify with an example how an important benet is the ability to consolidate more operating systems and applications onto fewer systems,"An important benet is the ability to consolidate more operating systems and applications onto fewer systems .For example, rather than having ten systems running at 10 percent utilization each, a data center might have one server manage the entire load","Type 1 hypervisors run in kernel mode, taking advantage of hardware protection. Where the host CPU allows, they use multiple modes to give guest operating systems their own control and improved performance. They implement device drivers for the hardware they run on, because no other component could do so. Because they are operating systems, they must also provide CPU scheduling, memory management, I/O management, protection, and even security. Frequently, they provide APIs, but those APIs support applications in guests or external applications that supply features like backups, monitoring, and security. Many type 1 hypervisors are closed-source commercial offerings, such as VMware ESX while some are open source or hybrids of open and closed source, such as Citrix XenServer and its open Xen counterpart. By using type 1 hypervisors, data-center managers can control and manage the operating systems and applications in new and sophisticated ways. An important benet is the ability to consolidate more operating systems and applications onto fewer systems. For example, rather than having ten systems running at 10 percent utilization each, a data center might have one server manage the entire load. If utilization increases, guests and their applications can be moved to less-loaded systems live, without interruption of service. Using snapshots and cloning, the system can save the states of guests and duplicate those statesa much easier task than restoring from backups or installing manually or via scripts and tools. The price of this increased manageability is the cost of the VMM (if it is a commercial product), the need to learn new management tools and methods, and the increased complexity. Another type of type 1 hypervisor includes various general-purpose operating systems with VMM functionality. In this instance, an operating system such as RedHat Enterprise Linux, Windows, or Oracle Solaris performs its normal duties as well as providing a VMM allowing other operating systems to run as guests. Because of their extra duties, these hypervisors typically provide fewer virtualization features than other type 1 hypervisors. In many ways, they treat a guest operating system as just another process, albeit with special handling provided when the guest tries to execute special instructions"
Justify with an example how type 2 hypervisors have limits not associated with some of the other types,"Type 2 hypervisors have limits not associated with some of the other types .For example, a user needs administrative privileges to access many of the hardware assistance features of modern CPUs","Type 2 hypervisors have limits not associated with some of the other types. For example, a user needs administrative privileges to access many of the hardware assistance features of modern CPUs. If the VMM is being run by a standard user without additional privileges, the VMM cannot take advantage of these features. Due to this limitation, as well as the extra overhead of running a general-purpose operating system as well as guest operating systems, type 2 hypervisors tend to have poorer overall performance than type 0 or 1. As is often the case, the limitations of type 2 hypervisors also provide some benets. They run on a variety of general-purpose operating systems, and running them requires no changes to the host operating system. A student can use a type 2 hypervisor, for example, to test a non-native operating system without replacing the native operating system. In fact, on an Apple laptop, a student could have versions of Windows, Linux, Unix, and less common operating systems all available for learning and experimentation"
"Justify with an example how here, a programming language is designed to run within a custom-built virtualized environment","Here, a programming language is designed to run within a custom-built virtualized environment .For example, Oracles Java has many features that depend on its running in the Java virtual machine (JVM), including specic methods for security and memory management","Xen allowed virtualization of x86 CPUs without the use of binary translation, instead requiring modications in the guest operating systems like the one described above. Over time, Xen has taken advantage of hardware features supporting virtualization. As a result, it no longer requires modied guests and essentially does not need the paravirtualization method. Paravirtualization is still used in other solutions, however, such as type 0 hypervisors. Another kind of virtualization, based on a different execution model, is the virtualization of programming environments. Here, a programming language is designed to run within a custom-built virtualized environment. For example, Oracles Java has many features that depend on its running in the Java virtual machine (JVM), including specic methods for security and memory management. If we dene virtualization as including only duplication of hardware, this is not really virtualization at all. But we need not limit ourselves to that denition"
"Justify with an example how here, a VMM can use standard scheduling algorithms to make progress on each thread but can also add a fairness aspect to those algorithms","Here, a VMM can use standard scheduling algorithms to make progress on each thread but can also add a fairness aspect to those algorithms .For example, if there are six hardware CPUs and 12 guest-allocated CPUs, the VMM could allocate CPU resources proportionally, giving each guest half of the CPU resources it believes it has","The signicant variations among virtualization technologies make it difcult to summarize the effect of virtualization on scheduling. First, lets consider the general case of VMM scheduling. The VMM has a number of physical CPUs available and a number of threads to run on those CPUs. The threads can be VMM threads or guest threads. Guests are congured with a certain number of virtual CPUs at creation time, and that number can be adjusted throughout the life of the VM. When there are enough CPUs to allocate the requested number to each guest, the VMM can treat the CPUs as dedicated and schedule only a given guests threads on that guests CPUs. In this situation, the guests act much like native operating systems running on native CPUs. Of course, in other situations, there may not be enough CPUs to go around. The VMM itself needs some CPU cycles for guest management and I/O management and can steal cycles from the guests by scheduling its threads across all of the system CPUs, but the impact of this action is relatively minor. More difcult is the case of overcommitment, in which the guests are congured for more CPUs than exist in the system. Here, a VMM can use standard scheduling algorithms to make progress on each thread but can also add a fairness aspect to those algorithms. For example, if there are six hardware CPUs and 12 guest-allocated CPUs, the VMM could allocate CPU resources proportionally, giving each guest half of the CPU resources it believes it has. The VMM can still present all 12 virtual CPUs to the guests, but in mapping them onto physical CPUs, the VMM can use its scheduler to share them appropriately. Even given a scheduler that provides fairness, any guest operating-system scheduling algorithm that assumes a certain amount of progress in a given amount of time will be negatively affected by virtualization. Consider a timesharing operating system that tries to allot 100 milliseconds to each time slice to give users a reasonable response time. Within a virtual machine, this operating system is at the mercy of the virtualization system as to what CPU resources it actually receives. A given 100-millisecond time slice may take much more than 100 milliseconds of virtual CPU time. Depending on how busy the system is, the time slice may take a second or more, resulting in very poor response times for users logged into that virtual machine. The effect on a real-time operating system can be even more serious"
"Justify with an example how because of all the variation in I/O devices, operating systems are used to dealing with varying and exible I/O mechanisms","Because of all the variation in I/O devices, operating systems are used to dealing with varying and exible I/O mechanisms .For example, operating systems have a device-driver mechanism that provides a uniform interface to the operating system whatever the I/O device","3. Another common method for reducing memory pressure is for the VMM to determine if the same page has been loaded more than once. If this is the case, to the VMM reduces the number of copies of the page to one and maps the other users of the page to that one copy. VMware, for example, randomly samples guest memory and creates a hash for each page sampled. That hash value is a thumbprint of the page. The hash of every page examined is compared with other hashes already stored in a hash table. If there is a match, the pages are compared byte by byte to see if they really are identical. If they are, one page is freed, and its logical address is mapped to the others physical address. This technique might seem at rst to be ineffective, but consider that guests run operating systems. If multiple guests run the same operating system, then only one copy of the active operating-system pages need be in memory. Similarly, multiple guests could be running the same set of applications, again a likely source of memory sharing. In the area of I/O, hypervisors have some leeway and can be less concerned with exactly representing the underlying hardware to their guests. Because of all the variation in I/O devices, operating systems are used to dealing with varying and exible I/O mechanisms. For example, operating systems have a device-driver mechanism that provides a uniform interface to the operating system whatever the I/O device. Device-driver interfaces are designed to allow third-party hardware manufacturers to provide device drivers connecting their devices to the operating system. Usually, device drivers can be dynamically loaded and unloaded. Virtualization takes advantage of such built-in exibility by providing specic virtualized devices to guest operating systems. As described in Section 16.5, VMMs vary greatly in how they provide I/O to their guests. I/O devices may be dedicated to guests, for example, or the VMM may have device drivers onto which it maps guest I/O. The VMM may also provide idealized device drivers to guests, which allows easy provision and management of guest I/O. In this case, the guest sees an easy-to-control device, but in reality that simple device driver communicates to the VMM which sends those requests to a more complicated real device through a more complex real device driver. I/O in virtual environments is complicated and requires careful VMM design and implementation"
